rank,square_id,total_internet_traffic
97,5358,4732396.091796875
98,6269,4731484.671875
99,5154,4730222.72265625
100,5257,4701360.33984375
101,5858,4698705.736328125
102,5254,4671103.134765625
103,5765,4649988.703125
104,4860,4635312.39453125
105,4656,4620702.458984375
106,4256,4613842.56640625
107,5252,4586896.87109375
108,6264,4581521.46484375
109,4556,4574671.37109375
110,5055,4571990.953125
111,4660,4554488.130859375
112,5861,4526155.296875
113,4554,4503130.45703125
114,5248,4496910.419921875
115,5966,4491045.51171875
116,4659,4490324.44140625
117,5148,4489638.30859375
118,6069,4486796.58203125
119,4853,4470890.1953125
120,5862,4469237.51953125
121,5658,4461190.13671875
122,5766,4417478.017578125
123,4858,4415739.4765625
124,5460,4412803.525390625
125,5855,4374571.6552734375
126,4458,4372017.537109375
127,4555,4364234.884765625
128,6158,4350595.951171875
129,5956,4340693.2138671875
130,5757,4318455.361328125
131,5147,4310279.8203125
132,5072,4282802.37109375
133,4548,4280532.919921875
134,5659,4274636.6591796875
135,5566,4240015.193359375
136,5151,4235582.267578125
137,4953,4216706.37109375
138,4553,4209265.244140625
139,4257,4208612.083984375
140,5752,4205533.939453125
141,4560,4187363.412109375
142,4859,4159907.58203125
143,6674,4155986.97265625
144,5667,4140388.033203125
145,4558,4134730.4921875
146,4753,4134388.701171875
147,5867,4124376.1640625
148,5866,4097398.416015625
149,5368,4093187.59375
150,4967,4069078.544921875
151,6371,4065616.62109375
152,6345,4058600.33984375
153,5047,4050838.798828125
154,4362,4050156.197265625
155,5268,4044971.130859375
156,5868,4043504.7890625
157,5267,4035400.240234375
158,6166,4013173.85546875
159,5269,4010898.08203125
160,5562,4004319.8671875
161,6460,3996118.296875
162,5053,3986956.8359375
163,5962,3969586.9921875
164,5058,3948743.857421875
165,6265,3932943.5390625
166,4461,3925701.669921875
167,5859,3915989.64453125
168,5860,3915196.466796875
169,4359,3910082.51171875
170,6261,3888047.064453125
171,5348,3884167.47265625
172,5468,3879760.1640625
173,4561,3868922.966796875
174,5951,3839272.78125
175,5251,3838202.037109375
176,5769,3836482.06640625
177,5753,3818608.087890625
178,5767,3815737.6953125
179,7164,3815218.8359375
180,4455,3802058.857421875
181,5073,3782989.78125
182,6168,3774417.927734375
183,5754,3763342.35546875
184,5670,3757900.01171875
185,5960,3753241.828125
186,4156,3751296.015625
187,6050,3751121.9140625
188,4661,3750146.732421875
189,5559,3743418.8564453125
190,5969,3711776.51171875
191,6374,3690301.544921875
192,4363,3686150.54296875
193,4652,3680260.478515625
194,4355,3680021.40625
195,4557,3665256.640625
196,6151,3659828.078125
197,5770,3644868.45703125
198,5953,3640208.4921875
199,4155,3629728.4375
200,5662,3625210.0966796875
201,5772,3623618.4423828125
202,6162,3620441.591796875
203,6051,3610395.296875
204,4647,3586628.62109375
205,6375,3585407.361328125
206,5668,3558439.6015625
207,5853,3557738.37109375
208,6772,3556803.12109375
209,5152,3548216.0390625
210,5249,3547988.51171875
211,5952,3539049.8125
212,5560,3537428.75
213,5069,3528091.158203125
214,5270,3523567.296875
215,5048,3512336.5390625
216,6372,3497686.31640625
217,4972,3497240.865234375
218,5168,3494472.4921875
219,5146,3490087.517578125
220,5170,3486354.658203125
221,5164,3484078.685546875
222,4849,3483842.673828125
223,5759,3479551.9814453125
224,4356,3474745.259765625
225,4255,3470412.470703125
226,4862,3456944.19140625
227,4662,3450585.529296875
228,4658,3436854.720703125
229,5561,3424822.099609375
230,4547,3423080.37890625
231,5669,3417567.857421875
232,5761,3413316.818359375
233,6368,3409764.73828125
234,4364,3395532.224609375
235,4160,3393918.77734375
236,5872,3392749.9140625
237,5453,3389308.8359375
238,4651,3381474.3515625
239,5661,3375426.7373046875
240,4969,3354337.5859375
241,4949,3343201.24609375
242,6149,3340672.25
243,6274,3333721.4765625
244,5169,3330268.5625
245,4750,3327228.869140625
246,5462,3325332.5087890625
247,5449,3320952.173828125
248,5057,3317316.330078125
249,4650,3316566.79296875
250,5970,3305879.52734375
251,6070,3302975.86328125
252,6167,3291045.029296875
253,6148,3281139.03125
254,5070,3275214.6171875
255,5046,3268267.5
256,5363,3258650.216796875
257,6360,3239896.478515625
258,5459,3236721.005859375
259,6060,3236606.97265625
260,4751,3232241.55078125
261,5773,3231995.2583007812
262,6072,3227704.59765625
263,6352,3226954.07421875
264,5760,3226612.6787109375
265,5869,3196131.361328125
266,6565,3187102.19921875
267,6370,3184888.8671875
268,4254,3180869.7890625
269,5452,3178970.1875
270,6358,3178756.2060546875
271,4963,3176379.4208984375
272,4260,3170506.5908203125
273,5064,3162847.9521484375
274,5149,3162096.51171875
275,4545,3156131.220703125
276,4546,3151239.447265625
277,5264,3149654.744140625
278,6163,3136412.49609375
279,6560,3128509.00390625
280,4161,3128468.0908203125
281,7163,3126996.8515625
282,4952,3116766.107421875
283,4358,3113745.912109375
284,5762,3108933.7177734375
285,5172,3097058.85546875
286,4154,3089928.0625
287,5352,3085632.525390625
288,5570,3081278.162109375
289,5450,3081038.69140625
290,4157,3076614.71484375
291,6675,3069513.326171875
292,5870,3058565.9921875
293,4549,3054884.4453125
294,5054,3053416.2900390625
295,5971,3050210.59765625
296,4261,3032027.0166015625
297,5646,3030284.078125
298,4850,3028685.396484375
299,5247,3025977.107421875
300,5569,3023135.822265625
301,4752,3016757.9140625
302,5865,3015803.00390625
303,5370,3011240.732421875
304,4357,3010324.845703125
305,4874,3006274.3717041016
306,5653,3006023.474609375
307,3757,2995982.78125
308,6574,2988345.42578125
309,6251,2975135.384765625
310,3856,2973556.7109375
311,4354,2971356.603515625
312,6270,2971226.591796875
313,4068,2959736.951171875
314,5362,2959150.296875
315,5768,2958625.5625
316,5873,2950084.6376953125
317,3857,2942321.25
318,5271,2938660.67578125
319,4446,2931153.8359375
320,6170,2927418.921875
321,6267,2905298.455078125
322,6049,2892243.6796875
323,5660,2892097.14453125
324,5751,2891295.35546875
325,4851,2888835.193359375
326,6672,2877609.732421875
327,5351,2860466.041015625
328,5950,2856118.10546875
329,5744,2849783.2255859375
330,4848,2842380.30859375
331,4657,2832872.66796875
332,5652,2828802.771484375
333,6073,2826934.677734375
334,4069,2825216.6171875
335,6671,2824184.919921875
336,6762,2822958.0341796875
337,4847,2821775.083984375
338,6673,2819622.962890625
339,5171,2817113.984375
340,6452,2816902.09765625
341,6369,2814097.138671875
342,3956,2814062.986328125
343,4168,2812597.478515625
344,5852,2807349.041015625
345,6364,2805829.615234375
346,5851,2798166.0859375
347,5745,2793662.654296875
348,6062,2792664.3017578125
349,5052,2789492.8466796875
350,5372,2787882.517578125
351,6159,2778217.041015625
352,5246,2774132.9296875
353,4747,2770221.44921875
354,6248,2766123.71875
355,5150,2763368.587890625
356,6053,2751263.423828125
357,4964,2747155.6000976562
358,4445,2742077.25
359,6351,2741326.9609375
360,4444,2724190.87109375
361,4550,2719909.21875
362,4552,2719708.3095703125
363,5071,2714823.849609375
364,4349,2712122.6171875
365,5353,2698337.3515625
366,4649,2686778.1796875
367,4852,2681277.525390625
368,6252,2680579.875
369,4749,2672260.833984375
370,5871,2665450.6953125
371,6249,2662711.056640625
372,4447,2660052.779296875
373,5354,2656863.31640625
374,5350,2643230.068359375
375,5153,2637257.326171875
376,4551,2633810.6630859375
377,8169,2632087.7075195312
378,4453,2630209.9677734375
379,5369,2627534.892578125
380,6266,2619657.943359375
381,6461,2615160.69140625
382,4971,2610668.95703125
383,5961,2604401.4375
384,6361,2587958.375
385,5756,2577317.16796875
386,3756,2571676.265625
387,4454,2571493.869140625
388,6359,2571295.138671875
389,6262,2571293.0458984375
390,4060,2569643.447265625
391,5771,2564471.064453125
392,5451,2558056.728515625
393,5546,2554250.666015625
394,4562,2553784.80859375
395,6057,2552588.998046875
396,5469,2548962.919921875
397,5671,2546607.357421875
398,7064,2543801.91796875
399,5647,2541965.380859375
400,5049,2541622.6875
401,6445,2540741.423828125
402,4452,2538102.4548950195
403,8762,2528553.1484375
404,6471,2528050.21484375
405,9368,2526799.18359375
406,5245,2523525.1953125
407,4973,2523042.31640625
408,4450,2519794.349609375
409,6451,2518404.458984375
410,5644,2518284.33984375
411,4544,2516422.216796875
412,6250,2507884.4921875
413,6150,2507083.435546875
414,6263,2498123.7431640625
415,4846,2497400.951171875
416,6665,2496880.529296875
417,6157,2488895.4033203125
418,3957,2486396.9140625
419,4059,2483056.474609375
420,4259,2481282.62890625
421,4463,2463196.478515625
422,4258,2458927.8466796875
423,6773,2454175.49609375
424,4159,2454134.490234375
425,3962,2440861.01171875
426,3953,2439842.4765625
427,5656,2439170.07421875
428,6446,2436613.28125
429,4748,2426738.3203125
430,8675,2424390.423828125
431,5547,2418954.564453125
432,5250,2417419.283203125
433,5755,2417061.2490234375
434,6271,2414836.533203125
435,5253,2413961.6064453125
436,5356,2386536.021484375
437,5544,2386219.697265625
438,5845,2383906.990234375
439,6771,2383515.033203125
440,6052,2382836.966796875
441,6547,2373976.375
442,5654,2373961.431640625
443,5643,2371568.2265625
444,6557,2369160.275390625
445,3955,2364787.267578125
446,4053,2352989.185546875
447,4746,2346282.634765625
448,6459,2341559.306640625
449,8371,2334839.328857422
450,6872,2334366.9765625
451,4169,2331063.427734375
452,5067,2329901.56640625
453,6662,2320335.302734375
454,5850,2320184.16015625
455,7066,2318364.841796875
456,6873,2317216.119140625
457,6647,2316404.697265625
458,5571,2315973.927734375
459,4158,2315709.869140625
460,8271,2303901.736328125
461,5371,2303023.37109375
462,5145,2293043.255859375
463,5844,2292614.958984375
464,4360,2289156.9609375
465,3954,2288110.35546875
466,5750,2287898.6689453125
467,6350,2287678.75
468,6447,2278536.138671875
469,5344,2276850.626953125
470,5545,2275240.169921875
471,4449,2273045.267578125
472,5347,2269533.990234375
473,5143,2267823.9243164062
474,5470,2267231.4921875
475,5655,2254973.994140625
476,6474,2253344.59375
477,3869,2253192.017578125
478,6458,2247027.8637695312
479,6871,2240878.37890625
480,6457,2240861.5092773438
481,5445,2236176.208984375
482,5553,2210774.3369140625
483,6664,2210127.576171875
484,6763,2209768.49609375
485,8862,2209235.810546875
486,7271,2205970.037109375
487,5244,2197730.1337890625
488,6346,2194331.814453125
489,5345,2191986.78125
490,5173,2188130.01953125
491,5457,2187811.400390625
492,8874,2187765.01171875
493,6347,2187487.029296875
494,8775,2187138.6953125
495,5743,2180434.416015625
496,6853,2180049.26953125
497,8370,2178040.783203125
498,6247,2173496.54296875
499,6246,2172890.34765625
500,8272,2172552.517578125
501,3858,2171767.892578125
502,3969,2169362.69921875
503,4645,2169127.4609375
504,6469,2168149.896484375
505,5645,2167550.9541015625
506,4264,2162805.23828125
507,6061,2160654.322265625
508,6453,2158980.23828125
509,5863,2157955.9443359375
510,5272,2156158.498046875
511,6071,2155143.72265625
512,3963,2154561.482421875
513,5949,2149982.39453125
514,8575,2148445.1728515625
515,4366,2147999.5078125
516,8774,2141145.11328125
517,5554,2139322.7548828125
518,4153,2138684.720703125
519,4054,2135267.9423828125
520,6448,2134619.28125
521,6753,2131468.248046875
522,6561,2129593.44921875
523,5651,2124927.0361328125
524,6275,2120542.294921875
525,5558,2119359.7744140625
526,6171,2116217.720703125
527,7166,2114471.482421875
528,4056,2113930.384765625
529,4951,2113814.0458984375
530,4055,2111889.38671875
531,5552,2109875.361328125
532,5448,2109077.5751953125
533,7052,2103922.8041992188
534,6161,2100060.431640625
535,4950,2097638.048828125
536,4350,2095180.228515625
537,6874,2095105.53125
538,5273,2093760.01171875
539,6259,2093700.732421875
540,6160,2093412.8671875
541,4965,2093016.2724609375
542,6764,2091210.76171875
543,7372,2089390.994140625
544,6851,2088284.580078125
545,3959,2084720.60546875
546,6774,2077083.822265625
547,6177,2075187.982421875
548,6468,2069479.845703125
549,4646,2063351.16015625
550,6546,2055110.40234375
551,6663,2049397.96875
552,9268,2049375.02734375
553,5746,2044614.3662109375
554,3758,2043433.998046875
555,6152,2041810.28125
556,8676,2041401.029296875
557,4863,2041168.6591796875
558,8471,2039618.22265625
559,6657,2038135.654296875
560,4926,2035693.126953125
561,4947,2035310.70703125
562,3855,2033820.60546875
563,4845,2026870.91015625
564,8576,2026364.880859375
565,5563,2025662.6245117188
566,4991,2025613.0302734375
567,6277,2024540.04296875
568,3658,2022753.349609375
569,4442,2022409.5703125
570,6564,2022259.93359375
571,7371,2019014.96875
572,6056,2017391.8505859375
573,5346,2015794.169921875
574,6951,2015438.8046875
575,6470,2014427.9765625
576,7063,2010576.453125
577,6757,2006347.65625
578,4062,2000511.7236328125
579,5555,1996458.021484375
580,5551,1990465.375
581,6276,1990305.26171875
582,6258,1988124.0380859375
583,3960,1988046.1015625
584,6054,1984458.734375
585,4058,1983575.50390625
586,8372,1978546.96484375
587,5557,1973042.9018554688
588,4745,1969695.541015625
589,4826,1968346.63671875
590,4263,1967193.88671875
591,5556,1966133.53515625
592,4057,1965980.298828125
593,4344,1959711.66015625
594,6568,1957770.568359375
595,6156,1957538.330078125
596,3863,1956266.14453125
597,3558,1946270.591796875
598,5466,1944417.306640625
599,3862,1943868.2421875
600,6353,1942633.5703125
601,5446,1942499.3515625
602,6450,1939865.732421875
603,5672,1936197.21875
604,6272,1935784.220703125
605,6747,1931514.193359375
606,5454,1930034.974609375
607,4063,1929364.67578125
608,3854,1923143.580078125
609,6245,1921548.6875
610,6348,1918388.994140625
611,5051,1917025.8173828125
612,6475,1912231.3525390625
613,6569,1909906.009765625
614,7165,1903596.91796875
615,8472,1902927.603515625
616,8475,1902665.30078125
617,6571,1892138.361328125
618,4970,1890761.9716796875
619,6570,1888602.732421875
620,7472,1887716.791015625
621,5463,1887409.2626953125
622,6858,1884696.1362304688
623,4946,1882000.1328125
624,7568,1880326.3674316406
625,7065,1877902.224609375
626,6558,1877323.0805664062
627,7471,1867057.275390625
628,6952,1861772.396484375
629,4865,1861615.7138671875
630,6176,1860893.068359375
631,6376,1858706.5908203125
632,6972,1857797.8515625
633,8476,1857233.13671875
634,5657,1854659.5791015625
635,4451,1853540.619140625
636,6875,1853348.060546875
637,4061,1848617.6572265625
638,5355,1847953.6669921875
639,6758,1845648.3852539062
640,8662,1842758.634765625
641,4927,1841288.32421875
642,3659,1838432.5546875
643,7668,1836144.4436035156
644,4345,1828431.74609375
645,4248,1825742.701171875
646,6077,1825202.4296875
647,5444,1824027.0234375
648,6857,1823713.6918945312
649,8574,1821640.6328125
650,8474,1821616.12109375
651,3958,1817133.697265625
652,5972,1816613.3408203125
653,4443,1810800.703125
654,9369,1809587.52734375
655,5447,1806907.154296875
656,4249,1805180.427734375
657,5666,1801011.2861328125
658,1251,1798129.234375
659,3656,1794842.939453125
660,7524,1793038.1696777344
661,6658,1792737.8071289062
662,6462,1786069.943359375
663,6752,1783428.939453125
664,5946,1777764.1103515625
665,4464,1771619.2822265625
666,3764,1771605.5751953125
667,6362,1769536.0078125
668,4348,1764213.96875
669,4361,1763252.7055664062
670,5548,1762914.4951171875
671,6575,1762234.224609375
672,6646,1758500.384765625
673,6852,1755723.650390625
674,4343,1754124.171875
675,6566,1752706.189453125
676,7272,1752153.291015625
677,6278,1752014.6640625
678,6562,1750767.41015625
679,8857,1750386.419921875
680,6976,1747618.03515625
681,6349,1747600.091796875
682,9367,1747239.037109375
683,5027,1744396.791015625
684,8572,1743188.267578125
685,6178,1741535.9169921875
686,7255,1738976.189453125
687,5945,1734870.5166015625
688,5471,1734445.564453125
689,8473,1730557.986328125
690,7569,1719404.154296875
691,4448,1718510.1611328125
692,6548,1718456.23046875
693,6464,1714266.66796875
694,3848,1713207.064453125
695,6667,1712886.552734375
696,7768,1712326.4365234375
697,6670,1703043.78125
698,5050,1699192.0302734375
699,6367,1697017.935546875
700,4346,1696228.517578125
701,4644,1696163.3464355469
702,6850,1694100.8950195312
703,7062,1689363.4921875
704,6573,1677767.134765625
705,6472,1674835.9765625
706,5065,1669639.3354492188
707,4247,1669624.666015625
708,8573,1668650.609375
709,3864,1663191.9111328125
710,9269,1659606.18359375
711,5144,1657925.5908203125
712,4342,1657051.697265625
713,7468,1655608.2131347656
714,7061,1654246.568359375
715,6363,1652503.6123046875
716,7669,1649599.3393554688
717,6870,1648452.208984375
718,6253,1647046.564453125
719,6971,1646819.626953125
720,6756,1645553.9111328125
721,8674,1642978.955078125
722,3852,1639339.6689453125
723,7989,1639011.197265625
724,4353,1634015.52734375
725,6578,1631574.8994140625
726,8090,1630159.66015625
727,6175,1629444.9091796875
728,6550,1628896.53125
729,6849,1628204.923828125
730,5366,1622287.1220703125
731,4149,1617943.4091796875
732,6958,1616342.7900390625
733,3755,1614511.3515625
734,6449,1612826.607421875
735,3871,1603594.748046875
736,3872,1602493.947265625
737,6365,1601716.9140625
738,3853,1599875.51953125
739,6048,1599766.46875
740,6473,1597947.73828125
741,147,1597286.23828125
742,3868,1592192.462890625
743,6567,1589536.388671875
744,5455,1588289.9267578125
745,5572,1588197.232421875
746,7767,1586799.4291992188
747,7155,1581394.27734375
748,4250,1581190.4912109375
749,6751,1581035.7939453125
750,7868,1577073.765625
751,8875,1572004.8671875
752,3847,1570726.91796875
753,9977,1568504.556640625
754,7990,1567039.189453125
755,6775,1564983.751953125
756,4351,1564007.8701171875
757,4347,1563645.302734375
758,7056,1562678.5317382812
759,6950,1558172.10546875
760,4147,1557886.9404296875
761,6153,1555354.9033203125
762,5456,1553539.5053710938
763,7769,1552466.322265625
764,9468,1552459.4296875
765,6975,1551950.703125
766,6770,1551215.294921875
767,6377,1551177.1884765625
768,8672,1547297.95703125
769,6257,1546964.203125
770,6953,1546644.115234375
771,4945,1544946.9013671875
772,7067,1542623.623046875
773,7454,1542329.775390625
774,9978,1542177.734375
775,9884,1541911.9443359375
776,2245,1541621.3359375
777,7869,1539335.673828125
778,7264,1538147.63671875
779,3851,1537560.23046875
780,6668,1537297.611328125
781,4148,1537079.5009765625
782,4163,1535999.515625
783,6055,1533772.5771484375
784,6956,1530379.7250976562
785,6552,1529438.654296875
786,6973,1529018.72265625
787,6146,1526885.8447265625
788,5543,1524119.9296875
789,8054,1523469.04296875
790,9267,1522208.568359375
791,5947,1517687.1259765625
792,6970,1516773.568359375
793,3968,1515813.384765625
794,7072,1515080.337890625
795,6969,1510739.625
796,9467,1508844.453125
797,5266,1508232.9697265625
798,5089,1505221.9453125
799,7654,1504163.439453125
800,5846,1503485.5126953125
801,6759,1503400.6528320312
802,4643,1502741.890625
803,5026,1502191.498046875
804,4246,1500371.0654296875
805,5948,1499925.6513671875
806,6078,1499516.732421875
807,3748,1496697.294921875
808,6863,1495500.83203125
809,3952,1492988.05078125
810,4352,1492390.140625
811,6047,1487861.2138671875
812,6476,1487504.9384765625
813,4543,1484595.87109375
814,5650,1484513.5478515625
815,9370,1484433.3984375
816,4150,1483023.220703125
817,6279,1482641.4775390625
818,9885,1480626.146484375
819,3751,1480138.970703125
820,4245,1479946.474609375
821,7670,1479566.857421875
822,4128,1477912.82421875
823,5764,1475718.5390625
824,2145,1474639.0205078125
825,4367,1473458.587890625
826,3846,1472769.4482421875
827,8834,1471430.064453125
828,4251,1470469.37109375
829,6856,1469237.1240234375
830,8374,1468057.494140625
831,5550,1464346.125
832,7969,1463864.0600585938
833,4253,1460337.1904296875
834,4162,1457946.923828125
835,6961,1457677.236328125
836,9976,1457003.37109375
837,6074,1456842.3842773438
838,6551,1453540.134765625
839,3850,1451260.5830078125
840,5864,1446700.9794921875
841,7254,1445225.021484375
842,4943,1442580.0009765625
843,4890,1441812.40234375
844,6045,1441682.3193359375
845,7770,1440789.5810546875
846,8571,1440060.359375
847,7240,1438247.384765625
848,3633,1437437.177734375
849,8756,1436358.22265625
850,6761,1436263.7412109375
851,7263,1435195.890625
852,6862,1434596.0
853,3634,1434226.349609375
854,6373,1433592.9521484375
855,6145,1425641.865234375
856,7856,1423499.44921875
857,3859,1419948.51953125
858,4252,1417513.794921875
859,9877,1415231.130859375
860,7567,1414510.9577636719
861,5472,1413091.9912109375
862,6864,1410301.1748046875
863,6174,1410271.021484375
864,3964,1409921.32421875
865,7059,1409745.7509765625
866,4877,1408190.1435546875
867,4262,1408168.9501953125
868,3750,1406484.3671875
869,3970,1405113.576171875
870,7523,1404820.7658691406
871,1250,1404636.28515625
872,6645,1402985.79296875
873,6463,1402806.59375
874,6652,1401420.2548828125
875,3436,1401158.638671875
876,3949,1400819.244140625
877,7469,1398331.080078125
878,4064,1397364.9931640625
879,4152,1394831.8408203125
880,6144,1393636.1796875
881,7755,1392943.728515625
882,4765,1390582.7841796875
883,7554,1390156.986328125
884,6876,1388815.0556640625
885,8677,1386927.73046875
886,7570,1386427.6416015625
887,4777,1383339.7133789062
888,8154,1382456.439453125
889,6977,1380156.2734375
890,5549,1379706.7626953125
891,8373,1379379.73828125
892,7370,1379188.4348144531
893,8671,1378834.5537109375
894,6147,1378169.837890625
895,6273,1375784.96875
896,8053,1375433.103515625
897,1151,1374929.33203125
898,8089,1370343.4501953125
899,6545,1370084.107421875
900,8190,1369253.302734375
901,6754,1369092.11328125
902,6656,1367539.634765625
903,3849,1366455.8876953125
904,6750,1365788.716796875
905,3650,1363317.181640625
906,3763,1362714.15625
907,3536,1362170.388671875
908,3559,1360952.66015625
909,3860,1360817.9384765625
910,6572,1360660.7548828125
911,6968,1359310.6982421875
912,3965,1359280.1904296875
913,8957,1359026.126953125
914,6046,1358720.0283203125
915,6659,1356377.7055664062
916,6456,1355263.0834960938
917,5665,1354698.857421875
918,7470,1354654.8193359375
919,8734,1351567.916015625
920,8771,1351477.5458984375
921,3437,1350400.376953125
922,6563,1348755.169921875
923,3961,1347502.1064453125
924,7952,1347463.494140625
925,7051,1345520.716796875
926,6559,1344927.5205078125
927,6553,1344174.376953125
928,4049,1342444.794921875
929,6549,1340401.1259765625
930,3432,1339782.62890625
931,3749,1332253.72265625
932,7077,1330604.216796875
933,8772,1328524.3671875
934,4642,1327614.8779296875
935,3948,1326661.314453125
936,7667,1326058.9047851562
937,8855,1324845.275390625
938,3533,1323971.923828125
939,7173,1322623.0546875
940,6746,1322424.638671875
941,5243,1322001.1689453125
942,6963,1320106.583984375
943,9985,1320050.53515625
944,7071,1320015.8056640625
945,6653,1318910.6787109375
946,5977,1318209.2265625
947,7756,1316033.28515625
948,9484,1309913.369140625
949,3655,1309647.865234375
950,7058,1309359.029296875
951,3759,1308541.9521484375
952,8562,1308107.6328125
953,7870,1304219.6440429688
954,6962,1304162.3505859375
955,7571,1303275.8408203125
956,4052,1299993.6474609375
957,3947,1299926.8017578125
958,8470,1295691.92578125
959,4869,1295242.0146484375
960,4146,1294689.939453125
961,9878,1291511.0732421875
962,8171,1291223.17578125
963,7467,1289685.7390136719
964,4151,1289075.908203125
965,8577,1286294.248046875
966,7985,1286274.53515625
967,4341,1284904.091796875
968,3754,1284788.515625
969,7443,1283780.44140625
970,8273,1283023.08203125
971,7855,1282798.8916015625
972,8276,1282032.03125
973,6666,1280604.6806640625
974,7490,1276975.880859375
975,7491,1276975.880859375
976,9059,1273814.8486328125
977,3537,1273799.064453125
978,5378,1269682.0791015625
979,3967,1266945.34765625
980,3760,1262544.1005859375
981,8670,1261394.017578125
982,4048,1260056.2822265625
983,8084,1259372.4853515625
984,4870,1258665.2451171875
985,8277,1257110.986328125
986,3635,1256755.69140625
987,6869,1255288.4765625
988,8172,1253761.708984375
989,7591,1253066.7177734375
990,4050,1252903.3232421875
991,48,1252877.0888671875
992,7076,1251415.7802734375
993,5978,1251113.53515625
994,5877,1249660.33203125
995,4542,1249519.46484375
996,3651,1248724.9873046875
997,8091,1248356.8955078125
998,4244,1247514.4599609375
999,7754,1246493.640625
1000,6576,1245694.857421875
1001,9159,1243767.5390625
1002,7069,1243441.189453125
1003,3950,1240819.2080078125
1004,4989,1240552.0205078125
1005,3534,1239908.3828125
1006,4145,1238642.638671875
1007,7655,1237035.185546875
1008,5375,1235739.9702148438
1009,3532,1235242.4091796875
1010,8191,1234163.8614501953
1011,8376,1234105.4169921875
1012,7590,1233210.25390625
1013,4844,1232336.228515625
1014,7073,1231882.5439453125
1015,8189,1231158.8115234375
1016,7656,1230374.091796875
1017,3771,1230258.6953125
1018,7466,1226555.4079589844
1019,7053,1226545.5751953125
1020,6959,1222189.4223632812
1021,4144,1222004.26953125
1022,8175,1218445.501953125
1023,5364,1218179.6440429688
1024,9469,1217570.4775390625
1025,4365,1216473.8095703125
1026,7652,1215941.7724609375
1027,8072,1215789.470703125
1028,7369,1213922.0849609375
1029,8377,1213866.955078125
1030,3971,1213417.6298828125
1031,3972,1211751.072265625
1032,5565,1210603.3232421875
1033,5357,1210358.7958984375
1034,7657,1209959.3671875
1035,6957,1209691.8881835938
1036,7953,1207623.017578125
1037,7354,1205947.234375
1038,6579,1205204.7138671875
1039,7885,1204669.1616210938
1040,8974,1204215.0947265625
1041,3535,1201196.73828125
1042,5090,1199560.99609375
1043,8073,1198584.65234375
1044,6967,1198508.62890625
1045,3736,1197008.900390625
1046,3636,1196889.5009765625
1047,7060,1195657.1420898438
1048,4326,1195525.873046875
1049,8071,1195194.2470703125
1050,8176,1195110.8349609375
1051,5847,1191974.8774414062
1052,8173,1191520.3515625
1053,3735,1191255.3056640625
1054,3772,1190347.0439453125
1055,4778,1189186.7734375
1056,7055,1188278.3916015625
1057,4325,1186894.9765625
1058,7651,1186875.337890625
1059,6075,1186393.931640625
1060,9483,1185703.2431640625
